,Job Title,Location,Date,Link,Job Attributes,Job Description
11,Contractor Backend Developer,N/A,Apr 23,https://boston.craigslist.org/gbs/sof/d/cambridge-contractor-backend-developer/7311388399.html,"
compensation: 25-35/hr DOE

employment type: contract

","

QR Code Link to This Post


Agency is looking for a backend developer to supplement work on an existing project on a contract basis. Work is mostly adding features, some bug fixes.

Technology stack is express, typescript, postgres
Must have demonstrated experience using postgres or other sql databases
Must have demonstrated experience on production apps
Must have example code to share (e.g. a link to a github repo that demonstrates core competency with the listed technologies)

Work will be 100% remote using Slack and kanban. Experience with remote work is preferred as you'll be working with an experienced remote team of developers.

30-40hrs/week
25-35/hr DOE

Starts immediately
NDA required
Potential for future contracts if fit is good

Please respond with:
-Availability (start date, hours per week)
-Replies must include a resume in PDF format
-Github/portfolio
-Use subject line: BE dev
-Replies that do not have the correct subject line will be ignored    "
12,Software Engineer,Remote,Apr 22,https://boston.craigslist.org/gbs/sof/d/andover-software-engineer/7310811124.html,"
compensation: To Be Discussed

employment type: full-time

","

QR Code Link to This Post



Join Hired and find your dream job as a Software Engineer at one of 10,000+ companies looking for candidates just like you.
This is a role that fuses both creative and practical concerns, as these engineers are responsible for everything the website user encounters, including scrolling functions and graphics, as well as creating the logic, database interactions and server configuration on the application's backend.

Responsibilities Include:

The development and maintenance of client-side and server-side applications.
Working with other web developers as well as marketing teams and engineers to ensure the right look and necessary features are included in your work.
Designing tests that will be implemented to keep software functional.
Stay on top of expanding technologies and engineering trends.



Companies on Hired apply to you, not the other way around. You'll receive salary and compensation details upfront - before the interview - and be able to choose from a variety of industries you're interested in, to find a job You'll love in less than 2 weeks.
To Learn More and Apply: Click Here "
13,Data Science Fellowship,N/A,Apr 21,https://boston.craigslist.org/gbs/sof/d/boston-data-science-fellowship/7310495865.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise

Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from heads of marketing of publicly traded companies to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 1000 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship

The Pathrise Fellowship is a program for students and new grads that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry data scientists, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission

We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications

You want to work with an experienced advisor who can give you expert advice.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=bosdata&utm_medium=job_board "
14,Product Management Fellowship,N/A,Apr 21,https://boston.craigslist.org/gbs/sof/d/boston-product-management-fellowship/7310495750.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 1000 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for tech professionals in their career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are interested in getting the best possible job in tech.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=bosproduct&utm_medium=job_board
"
15,Software Engineering Fellowship,N/A,Apr 21,https://boston.craigslist.org/gbs/sof/d/boston-software-engineering-fellowship/7310495330.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 1000 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for tech professionals in their career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are interested in getting the best possible job in tech.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=bosswe&utm_medium=job_board "
16,Software Engineer,Remote,Apr 20,https://boston.craigslist.org/gbs/sof/d/andover-software-engineer/7309812173.html,"
compensation: To Be Discussed

employment type: full-time

","

QR Code Link to This Post



Join Hired and find your dream job as a Software Engineer at one of 10,000+ companies looking for candidates just like you.
This is a role that fuses both creative and practical concerns, as these engineers are responsible for everything the website user encounters, including scrolling functions and graphics, as well as creating the logic, database interactions and server configuration on the application's backend.

Responsibilities Include:

The development and maintenance of client-side and server-side applications.
Working with other web developers as well as marketing teams and engineers to ensure the right look and necessary features are included in your work.
Designing tests that will be implemented to keep software functional.
Stay on top of expanding technologies and engineering trends.



Companies on Hired apply to you, not the other way around. You'll receive salary and compensation details upfront - before the interview - and be able to choose from a variety of industries you're interested in, to find a job You'll love in less than 2 weeks.
To Learn More and Apply: Click Here "
17,Sr. Software Engineer,boston: northwest/merrimack,Apr 20,https://boston.craigslist.org/nwb/sof/d/burlington-sr-software-engineer/7309680693.html,"
compensation: $130000.00 - $140000 per year

employment type: full-time

","

QR Code Link to This Post


Senior Software Engineer Exciting direct hire opportunity with a rapidly growing eProcurement platform supporting clients and suppliers in the Biotechnology and Pharmaceutical vertical.Tasks & Responsibilities: Scale distributed applications, make architectural trade-offs applying synchronous and asynchronous design patterns, write code, and deliver with speediness and quality.Develop multi-tier scalable, high-volume performing, and reliable user-centric applications that operate 24x7.Produce high quality software that is unit tested, code reviewed, and checked in regularly for continuous integration.Provide technical leadership, driving and performing best engineering practices to initiate, plan, and execute critical programs.Basic Qualifications: BA/BS Degree in Computer Science or related discipline and 5+ years of relevant work experience.Experience in software design, development, and algorithm related solutions.Experience programming experience in Java, Javascript, PL/SQL Programming and MySQL.  Experience creating and exploring software frameworks, deploying applications on production environment, good knowledge in ant, junit etc. Knowledge on AWS environment/Cloud infrastructure a plus.Expertise in Play framework, Scala, Linux Operating Environment, SVN etc.Experience with relational databases (transactional and non-transactional), database architecture, and distributed transaction management.  Volt is an equal opportunity employer "
18,Sr. Software Engineer,boston: northwest/merrimack,Apr 19,https://boston.craigslist.org/nwb/sof/d/burlington-sr-software-engineer/7309307166.html,"
compensation: $130000.00 - $140000 per year

employment type: full-time

","

QR Code Link to This Post


Senior Software Engineer Exciting direct hire opportunity with a rapidly growing eProcurement platform supporting clients and suppliers in the Biotechnology and Pharmaceutical vertical.Tasks & Responsibilities: Scale distributed applications, make architectural trade-offs applying synchronous and asynchronous design patterns, write code, and deliver with speediness and quality.Develop multi-tier scalable, high-volume performing, and reliable user-centric applications that operate 24x7.Produce high quality software that is unit tested, code reviewed, and checked in regularly for continuous integration.Provide technical leadership, driving and performing best engineering practices to initiate, plan, and execute critical programs.Basic Qualifications: BA/BS Degree in Computer Science or related discipline and 5+ years of relevant work experience.Experience in software design, development, and algorithm related solutions.Experience programming experience in Java, Javascript, PL/SQL Programming and MySQL.  Experience creating and exploring software frameworks, deploying applications on production environment, good knowledge in ant, junit etc. Knowledge on AWS environment/Cloud infrastructure a plus.Expertise in Play framework, Scala, Linux Operating Environment, SVN etc.Experience with relational databases (transactional and non-transactional), database architecture, and distributed transaction management.  Volt is an equal opportunity employer "
19,Entry Level - Software Developer,N/A,Apr 16,https://boston.craigslist.org/gbs/sof/d/mc-lean-entry-level-software-developer/7307802561.html,"
compensation: $55K - $65K

employment type: full-time

","

QR Code Link to This Post


Location: Fairfax, VA
Employment Type: Full Time 

Apply here: https://hire.lever.co/jobs/internal/22e1d98e-478d-492b-8e14-31a7dc682dec

Smoothstack— a cutting-edge IT apprenticeship program that is helping candidates find quality and inclusive opportunities with some of the largest IT companies in the DC Metro area.

We are looking for developers who want to engage in challenging projects in futuristic technology, software development, and much more within a variety of sectors such as financial, health care, energy and federal.

Everyone from the self-taught engineer to the recent college graduate are welcome to apply. No prior work experience is required and we have multiple openings in and around Washington D.C.

We will provide on the job training after you are hired.

**We have a continued investment in motivated, passionate individuals like you who strive to move forward in their careers through apprenticeship programs like Smoothstack. Please be aware we have modified our training so that we can continue to offer our apprenticeship program remotely until the CDC deems it appropriate to work in shared office spaces. All future programs are continuing as scheduled.

BASIC QUALIFICATIONS

•	Excitement and eagerness to learn new technology
•	Passion for IT development and desire to gain in-depth knowledge
•	Basic knowledge of Java, C#, .Net, Python or similar programming languages
•	Four-year degree in any field
•	Two years of hands-on coding experience – personal projects, freelance work can be counted towards years of experience.
•	Interest in web programming and Object-Oriented design
•	Must be willing to relocate

ADVANTAGES OF SMOOTHSTACK

•	Pay Package - $55,000 plus
•	Relocation assistance provided
•	Health/Medical Benefits
•	401 K
•	Industry Certifications
•	Mentoring Program
•	Opportunity to work with one of our many large-scale government entities 

Smoothstack is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.

Principles only. Recruiters please do not contact this job poster. 
Do NOT contact us with unsolicited services or offer.

"
20,Software Engineer,Remote,Apr 15,https://boston.craigslist.org/gbs/sof/d/andover-software-engineer/7307176101.html,"
compensation: To Be Discussed

employment type: full-time

","

QR Code Link to This Post



Join Hired and find your dream job as a Software Engineer at one of 10,000+ companies looking for candidates just like you.
This is a role that fuses both creative and practical concerns, as these engineers are responsible for everything the website user encounters, including scrolling functions and graphics, as well as creating the logic, database interactions and server configuration on the application's backend.

Responsibilities Include:

The development and maintenance of client-side and server-side applications.
Working with other web developers as well as marketing teams and engineers to ensure the right look and necessary features are included in your work.
Designing tests that will be implemented to keep software functional.
Stay on top of expanding technologies and engineering trends.



Companies on Hired apply to you, not the other way around. You'll receive salary and compensation details upfront - before the interview - and be able to choose from a variety of industries you're interested in, to find a job You'll love in less than 2 weeks.
To Learn More and Apply: Click Here "
21,Best In-Demand IT Skills & Job Training Program,N/A,Apr 15,https://boston.craigslist.org/gbs/sof/d/boston-best-in-demand-it-skills-job/7307160187.html,"
compensation: as per experience

employment type: employee's choice

","

QR Code Link to This Post


If you’re looking for an extra edge in landing a new job or promotion, cloud certification can be a great option.

A lot of opportunities will open up: you can pursue career paths like AWS Solutions Architect, Cloud Developer, AWS Engineer, Cloud Systems Engineer, DevOps Engineer, Cloud Architect and AWS SysOps Admin among others. AWS training will help you grab this opportunity and accelerate your career.

Why AWS?

With the increasing focus on cloud computing and infrastructure over the last several years, cloud architects are in great demand worldwide. Many organizations have moved to cloud platforms for better scalability, mobility, and security, and cloud solutions architects are among the highest paid professionals in the IT industry. According to Forbes, enterprise IT architects with cloud computing expertise are earning a median salary of $137,957.

Why ZiyoTek Institute of Technology?

ZiyoTek Institute of Technology certified to operate in Virginia by
State Council of Higher Education for Virginia (SCHEV).
We are an AWS Academy Accredited Member Institution.

No matter the stage of your cloud initiative, ZiyoTek can help every step of the way. AWS Certification Training from ZiyoTek is designed to provide in-depth knowledge about AWS architectural principles and its services. We offer structured AWS training with an updated curriculum as per current industry requirements and best hands-on practices. We have passionate AWS Instructors who not only have real-world experience, but also go through a rigorous process to validate their teaching expertise. The school also offers personalized financial planning options.

Are you ready to Jump-Start Your Career and Increase Your Salary ?

Sign up for free Event hosted by experienced instructors, where you can learn a lot about the program.

Register:https://www.eventbrite.com/e/cloud-architect-online-info-session-a-015ca-sp21-tickets-149699534337 "
22,Earn $$$ from home - Pixel phone tester,N/A,Apr 14,https://boston.craigslist.org/gbs/sof/d/boston-earn-from-home-pixel-phone-tester/7306965829.html,"
compensation: $75 for successful study completion

employment type: contract

","

QR Code Link to This Post


Pulse Labs is looking for Pixel phone users for a usability study this week. This study pays $75, and requires about 30 minutes per day for 3 days. Can be done at home, and the thing you need in a Pixel 4, 4a, or 5 phone, and a desktop or laptop computer.

Visit this link to join the panel! If you are selected, you may also be eligible for other paid studies in the future.

https://pulselabs.ai/get-paid-for-smart-device-app-surveys/?utm_source=craigslist&utm_medium=ad&utm_campaign=boston_job_cl "
23,print On-site VR Device Testing,Framingham,Apr 14,https://boston.craigslist.org/bmw/sof/d/fayville-print-on-site-vr-device-testing/7306846326.html,"
compensation: $150 (about 3 hours of work)

employment type: part-time

","

QR Code Link to This Post


We are looking for people located in or near Framingham, MA to participate in an eye and face tracking testing project. The goal of the project is to capture participants making various face and eye movements wearing a head-mounted device.

Project Details:
- Testing will take about 3 hours. The payout for the project is $150.
- This project is currently active and ongoing.
- All testing will be done on-site in Framingham, MA.

Be assured we will be taking all necessary and locally mandated safety precautions to ensure the health and well-being of our on-site testers as this testing occurs.

To sign up for this opportunity, please use this link: https://www.utest.com/signup/framingham-eye-movement?utm_campaign=PS2051-bos-job&utm_medium=landing-page&utm_source=craigslist&utm_content=&utm_term= "
